pid,unique_id,rating,album_name,track_name,artist_name
2,132,1,KWON JI YONG,"Untitled, 2014 - KR Ver.",G-DRAGON
2,133,3,KWON JI YONG,OUTRO: Divina Commedia - KR Ver.,G-DRAGON
2,134,3,RISE,"EYES, NOSE, LIPS - KR Ver.",SOL
2,135,1,Solar,Wedding Dress,TAEYANG
2,136,3,Play,200%,AKDONG MUSICIAN
2,137,1,SQUARE TWO,STAY - KR Ver.,BLACKPINK
2,138,4,Wings,21st Century Girl,BTS
2,139,1,THE WAR - The 4th Album,전야 前夜 The Eve,EXO
2,140,3,KARD 1st Mini Album 'Hola Hola',Hola Hola,KARD
2,141,1,A+,Roll Deep,Hyuna
2,142,4,SUMMER EPISODE,DINOSAUR,AKDONG MUSICIAN
2,143,4,THE WAR - The 4th Album,Ko Ko Bop,EXO
2,144,1,JUNG YONG HWA 1ST MINI ALBUM DO DISTURB,That Girl (Feat. Loco),Jung Yong Hwa
2,145,4,Yacht (K) [feat. Sik-K],Yacht (K) [feat. Sik-K],Jay Park
2,146,5,The Most Beautiful Moment in Life Pt.1,Hold Me Tight,BTS
2,147,4,Cliché,Cliché,Jenyer
2,148,3,THE WAR - The 4th Album,What U do?,EXO
2,149,1,Anck Su Namum,Anck Su Namum,YEZI
2,150,1,Call You Bae,Call You Bae,JIMIN (AOA)
2,151,5,Love Yourself 承 'Her',Intro: Serendipity,BTS
2,152,4,Love Yourself 承 'Her',DNA,BTS
2,153,5,Love Yourself 承 'Her',dimple,BTS
2,154,4,Love Yourself 承 'Her',MIC Drop,BTS
3,155,2,French Festival,Danse macabre,Camille Saint-Saëns
3,156,2,"Grieg, Saint-Saëns: Piano Concertos","Piano concerto No. 2 in G Minor, Op. 22: Piano concerto No. 2 in G Minor, Op. 22: II. Allegro scherzando",Camille Saint-Saëns
3,157,1,Summer Break Mixtape,Dræm Girl,No Vacation
3,158,3,Summer Break Mixtape,Sad Valentine,No Vacation
3,159,1,You Say I'm in Love,You Say I'm in Love,Banes World
3,160,4,Drowsy,Drowsy,Banes World
3,161,3,Ugly Cherries,Serving Goffman,PWR BTTM
3,162,2,Songs From The Big Chair,Sea Song,Tears For Fears
3,163,2,Only No One,Fortune Only,Natureboy
3,164,2,Looking out for You,Looking out for You,Joy Again
3,165,4,Joy Again - EP,Necromancer,Joy Again
3,166,3,Joy Again - EP,Mistakes,Joy Again
3,167,3,Virgo's Maze,Strangest Eyes,Part Time
3,168,2,Virgo's Maze,It's Elizabeth,Part Time
3,169,1,Virgo's Maze,Pussy of my Dreams,Part Time
3,170,3,What Would You Say?,19,Part Time
3,171,2,6 Feet Beneath The Moon,Neptune Estate,King Krule
3,172,1,Blue Planet Eyes,Somebody's Talking,The Preatures
3,173,1,Is the Is Are,Bent (Roi's Song),DIIV
3,174,1,Die Alone,Just Get High,Gazebos
3,175,4,Lost Time,I Love Seattle,Tacocat
3,176,4,Army Navy,Dark as Days,Army Navy
3,177,3,Arrows,End It Now!,The Lonely Forest
3,178,4,Calling The World,When Did Your Heart Go Missing?,Rooney
3,179,3,Intimacy,Signs,Bloc Party
3,180,4,Ivy Tripp,Under A Rock,Waxahatchee
3,181,3,Veckatimest,Two Weeks,Grizzly Bear
3,182,1,Shields,Yet Again,Grizzly Bear
3,183,4,Vampire Weekend,Campus,Vampire Weekend
3,184,2,Our House on the Hill,Mess Me Around,The Babies
3,185,3,Drug For The Modern Age,Talk To Me,Kopecky
3,186,3,Nothing But Thieves,Trip Switch,Nothing But Thieves
3,187,4,Heart It Races,Heart It Races - Dr Dog Version,Dr. Dog
3,188,3,The Waterfall,Big Decisions,My Morning Jacket
3,189,1,Don't You,It's All in Vain,Wet
3,190,2,Don't You,Deadwater,Wet
3,191,4,C U Girl,C U Girl,Steve Lacy
3,192,1,ALL-AMERICAN TRASH,HOME,BROCKHAMPTON
3,193,2,ALL-AMERICAN TRASH,CONTACTS,BROCKHAMPTON
3,194,1,Can't Come Down,Can't Come Down,A.Dd+
3,195,2,Luv,Luv,Antwon
3,196,3,Dying in the Pussy,Life Is What You Make It,Antwon
3,197,4,Red Teenage Melody,Contraband,Night Lovell
3,198,4,Pale Machine,Miss You,bo en
3,199,2,Pale Machine Expansion Pack Singles,Money Won't Pay,bo en
3,200,4,Pale Machine Expansion Pack Singles,I'll Fall,bo en
3,201,4,I.,Nothing's Gonna Hurt You Baby,Cigarettes After Sex
3,202,4,Affection,Affection,Cigarettes After Sex
3,203,2,It's All In Your Head,I Like You,dandelion hands
3,204,3,Naked All the Time,Strange to Hear,Sports
3,205,4,Listen,Sweet Emotion,The Kooks
3,206,2,A Promise,Pink City,Xiu Xiu
3,207,4,Live A Little Love A Lot,First Balloon To Nice,Moose
3,208,5,Live A Little Love A Lot,Rubdown,Moose
3,209,4,Live A Little Love A Lot,So Much Love So Little Time,Moose
3,210,4,Live A Little Love A Lot,Last Of The Good Old Days,Moose
3,211,4,. . . XYZ,Screaming,Moose
3,212,4,Descended Like Vultures,Love's Lost Guarantee,Rogue Wave
3,213,4,10:01,10:01,Rogue Wave
3,214,4,10:01,Crush The Camera,Rogue Wave
3,215,5,Out of the Shadow,Every Moment,Rogue Wave
3,216,4,Out of the Shadow,Endgame,Rogue Wave
3,217,4,Pinkerton,El Scorcho,Weezer
3,218,4,soft & wet,Veldt,Meltycanon
3,219,3,soft & wet,Patroklos,Meltycanon
3,220,2,old compilation 3,suncream,Meltycanon
3,221,2,Moth,Crying in Public,Chairlift
3,222,4,Caramel,It's Your Body 4,Connan Mockasin
3,223,4,Marcy Playground,Poppies,Marcy Playground
3,224,1,Summer House,Just Kiss Her,Concorde
3,225,2,Infinity,Infinity,Mariah Carey
3,226,3,E=MC²,Touch My Body,Mariah Carey
3,227,3,We're Not Just Friends,We're Not Just Friends,"Parks, Squares and Alleys"
3,228,1,Quebec,Tried And True,Ween
3,229,3,It's About Time,Weak,SWV
3,230,3,Morningside,Lucky Girl,Fazerdaze
3,231,2,"Mons Vi Bootlegs, Vol. 1 (B-Sides Compilation)",Stay (Bedroom Tape),Mons Vi
3,232,4,Dead Man's Party,Weird Science,Oingo Boingo
3,233,5,Dead Man's Party,No One Lives Forever,Oingo Boingo
3,234,5,Boingo Alive,Wild Sex (In The Working Class) - 1988 Boingo Alive Version,Oingo Boingo
3,235,5,Only A Lad,Only A Lad,Oingo Boingo
3,236,5,Skeletons In The Closet: The Best Of Oingo Boingo,Private Life - Edited Version,Oingo Boingo
3,237,4,melanchole,i was all over her,salvia palth
3,238,2,Blonde Tongues,Hey Good Lookin',Blonde Tongues
3,239,4,The Age of Adz,All for Myself,Sufjan Stevens
3,240,2,"""What Is This Heart?""",Words I Don't Remember,How To Dress Well
3,241,3,Care,Lost Youth / Lost You,How To Dress Well
3,242,1,What You Won't Do for Love,What You Won't Do for Love,Bobby Caldwell
3,243,5,Candy Apple Grey,Don't Want To Know If You Are Lonely,Hüsker Dü
3,244,4,Eight Miles High/Makes No Sense At All (Single),Eight Miles High,Hüsker Dü
3,245,4,Warehouse: Songs And Stories,Turn It Around,Hüsker Dü
3,246,5,Warehouse: Songs And Stories,She's A Woman [And Now He Is A Man],Hüsker Dü
3,247,5,Candy Apple Grey,Crystal,Hüsker Dü
3,248,3,Turning Japanese - Best Of The Vapors,Turning Japanese,The Vapors
3,249,4,Interference / Smile & Gesture,Interference,Lets Kill Janice
3,250,4,Grow,Nothing Lasts,Bedroom
3,251,1,Vivid,Nostalgic Feel,Bedroom
3,252,4,Playground,Spread A Little Sunshine,The Truth
3,253,4,Gift,Drugs,Gift
3,254,2,Lucky Streik,Kalte Wut / Wenn Ich Einmal Reich Bin,Floh de Cologne
3,255,1,May Blitz,Smoking the Day Away,May Blitz
3,256,4,High Plains Drifter,High Plains Anthem,Jehst
3,257,1,Enta da Stage,Who Got Da Props,Black Moon
3,258,3,Here Come the Lords,Chief Rocka,Lords Of The Underground
3,259,4,One by One,Love's Been Good To Me,Rod McKuen
3,260,1,"Songs of Rod McKuen, Vol. 1 & 2",Listen to the Warm,John SaFranko
3,261,1,Alopecia,Fatalist Palmistry,WHY?
3,262,4,"Cult of Personality - So Sad, So Sad","So Sad, So Sad",Varsity
3,263,2,"Cult of Personality - So Sad, So Sad",Cult of Personality,Varsity
3,264,1,What Do You Think About the Car?,Brazil,Declan McKenna
3,265,4,What Do You Think About the Car?,Bethlehem,Declan McKenna
3,266,4,Yesterday's Tomorrow,Why iii Love The Moon.,Phony Ppl
3,267,2,Home Again,I'll Get Along,Michael Kiwanuka
3,268,4,At Last!,A Sunday Kind Of Love - Single Version,Etta James
3,269,2,Dear You,Chemistry,Jawbreaker
3,270,1,Jettison,Soldiers Requiem,Naked Raygun
3,271,2,Raygun...Naked Raygun,Camarilla,Naked Raygun
3,272,1,Jettison,Vanilla Blue,Naked Raygun
3,273,4,Dragonchaser,Push,Fog Lake
3,274,1,Driftless,Driftless,Vansire
3,275,2,Heart Land,I'm So Ugly,Good Good Blood
3,276,1,Wounds,Wounds,Ourselves the Elves
3,277,1,Broken,"You Loved Me, You Killed Me",Odina
3,278,3,Goose Bumps,Embarrassingly Enough,Boyscott
3,279,3,Suburban Lawns,Janitor,Suburban Lawns
3,280,4,Timeline,Elegy,Mild High Club
4,281,4,Mellon Collie and the Infinite Sadness,"Tonight, Tonight",The Smashing Pumpkins
4,282,2,(What's The Story) Morning Glory? [Remastered],Wonderwall - Remastered,Oasis
4,283,4,I Don't Want To Miss A Thing,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",Aerosmith
4,284,4,Retrospective 1990-2005 [Ltd. Deluxe Version],Jealousy - Remastered Single Version,Natalie Merchant
4,285,4,Crazysexycool,Waterfalls,TLC
4,286,5,Mellon Collie and the Infinite Sadness,1979,The Smashing Pumpkins
4,287,4,Left Of The Middle,Torn,Natalie Imbruglia
4,288,1,Tails,Stay,Lisa Loeb & Nine Stories
4,289,4,Toni Braxton,Breathe Again,Toni Braxton
4,290,1,Surfacing,Angel,Sarah McLachlan
4,291,2,Urban Hymns,Bitter Sweet Symphony,The Verve
4,292,1,Grave Dancers Union,Runaway Train,Soul Asylum
4,293,3,Villains,The Freshmen,The Verve Pipe
4,294,1,Life For Rent,White Flag,Dido
4,295,1,The Best Of Sade,Smooth Operator - Single Version,Sade
4,296,1,The Best Of Suzanne Vega - Tried And True,"Tom's Diner - 7"" Version",DNA
4,297,3,Cracked Rear View,Only Wanna Be With You,Hootie & The Blowfish
5,298,3,The Kickback,Teach Me How to Dougie,Cali Swag District
5,31,4,The Time Of Our Lives,Party In The U.S.A.,Miley Cyrus
5,299,3,Party Rock,Shots,LMFAO
5,300,4,Vanilla Ice Is Back! - Hip Hop Classics,Ice Ice Baby,Vanilla Ice
5,301,3,The RCA Collection,Shout - Parts 1 & 2,The Isley Brothers
5,302,4,Mail On Sunday,Low (feat T-Pain) - Feat T-Pain Album Version,Flo Rida
5,303,1,The Beginning,The Time (Dirty Bit),The Black Eyed Peas
5,304,1,Raymond v Raymond,OMG,Usher
5,305,2,Thriller 25 Super Deluxe Edition,Thriller,Michael Jackson
5,306,4,Mack Daddy,Baby Got Back,Sir Mix-A-Lot
5,6,4,Confessions,Yeah!,Usher
5,307,4,Raise Your Glass,Raise Your Glass,P!nk
5,308,2,Cha Cha Slide,Cha Cha Slide - Original Live Platinum Band Mix,Mr. C The Slide Man
5,309,2,Sweet Caroline,Sweet Caroline,Neil Diamond
5,310,3,Time For A Change,Cupid Shuffle,Cupid
5,311,1,The Fame,Just Dance,Lady Gaga
5,312,2,Evacuate The Dancefloor,Evacuate The Dancefloor,Cascada
5,313,3,Discovery,One More Time,Daft Punk
5,311,1,The Fame,Just Dance,Lady Gaga
5,314,2,Only One Flo [Part 1],Club Can't Handle Me (feat. David Guetta) - Feat. David Guetta,Flo Rida
5,315,3,Planet Pit (Deluxe Version),Give Me Everything,Pitbull
5,316,3,Sorry For Party Rocking,Party Rock Anthem,LMFAO
5,317,2,Talk That Talk,We Found Love,Rihanna
5,318,1,"Save Me, San Francisco (Golden Gate Edition)",Marry Me,Train
5,34,2,Exclusive - The Forever Edition,Forever,Chris Brown
5,319,1,Pink Friday ... Roman Reloaded,Starships,Nicki Minaj
5,320,2,At Last!,At Last - Single Version,Etta James
5,321,2,Wild Cherry,Play That Funky Music,Wild Cherry
5,322,2,30 Essential Old School Hits,Tootsie Roll,Old School Players
5,323,2,The Essential Michael Jackson,The Way You Make Me Feel - Single Version,Michael Jackson
5,303,4,The Beginning,The Time (Dirty Bit),The Black Eyed Peas
5,324,1,Big Willie Style,Miami,Will Smith
5,325,3,Thriller 25 Super Deluxe Edition,Billie Jean,Michael Jackson
5,326,3,Is This Love,Is This Love - Montmartre Remix,Bob Marley & The Wailers
5,318,3,Talk Dirty,Marry Me,Jason Derulo
5,327,2,x,Thinking Out Loud,Ed Sheeran
5,328,4,Doo-Wops & Hooligans,Marry You,Bruno Mars
5,329,3,Messenger,I Could Not Ask For More,Edwin McCain
5,330,4,We Sing. We Dance. We Steal Things.,Lucky,Jason Mraz
5,331,3,Sixpence None the Richer,Kiss Me,Sixpence None The Richer
5,332,1,"Oh, What A Life",Best Day Of My Life,American Authors
5,333,1,Love Always,All My Life,K-Ci & JoJo
5,334,1,Onka's Big Moka,Dancing in the Moonlight,Toploader
5,335,2,All Of You,I Do,Colbie Caillat
5,336,2,I AM...SASHA FIERCE - Platinum Edition,Single Ladies (Put a Ring on It),Beyoncé
5,337,1,Big Whiskey and the GrooGrux King,You & Me,Dave Matthews Band
5,338,4,THE E.N.D. (THE ENERGY NEVER DIES),I Gotta Feeling,The Black Eyed Peas
5,339,1,Bangerz (Deluxe Version),We Can't Stop,Miley Cyrus
5,340,4,Melt,I Melt,Rascal Flatts
5,341,4,Unstoppable,Summer Nights,Rascal Flatts
5,342,5,Me And My Gang,My Wish,Rascal Flatts
5,343,5,Me And My Gang,Life Is A Highway,Rascal Flatts
5,344,5,Feels Like Today,Bless The Broken Road,Rascal Flatts
5,345,4,Rewind,Payback,Rascal Flatts
5,346,1,Greatest Hits,Mary Jane's Last Dance,Tom Petty and the Heartbreakers
5,347,1,The Rokstarr Hits Collection,Dynamite,Taio Cruz
5,348,4,A Town Called Paradise,Wasted,Tiësto
5,338,1,THE E.N.D. (THE ENERGY NEVER DIES),I Gotta Feeling,The Black Eyed Peas
5,349,4,The Lumineers,Ho Hey,The Lumineers
5,350,1,R.O.O.T.S. (Route Of Overcoming The Struggle),Right Round - feat. Ke$ha,Flo Rida
5,351,2,Wild Ones,Whistle,Flo Rida
5,352,2,Wild Ones,Good Feeling,Flo Rida
5,353,3,House of Pain (Fine Malt Lyrics),Jump Around,House Of Pain
5,354,4,Totally Krossed Out,Jump,Kris Kross
5,355,3,Welcome II Nextasy,Wifey - Club Mix/Dirty Version,Next
5,348,1,A Town Called Paradise,Wasted,Tiësto
5,356,3,Exclusive - The Forever Edition,Wall To Wall,Chris Brown
5,357,1,Electroman,Beautiful People - Radio Edit,Chris Brown
5,332,2,"Oh, What A Life",Best Day Of My Life,American Authors
5,358,3,Here's To The Good Times...This Is How We Roll,This Is How We Roll,Florida Georgia Line
5,359,4,X (Deluxe Version),Love More,Chris Brown
5,360,2,I Cry When I Laugh,Rather Be (feat. Jess Glynne),Clean Bandit
5,361,4,MKTO,Classic,MKTO
5,362,2,SUCKER,Boom Clap,Charli XCX
5,363,3,Motion,Summer,Calvin Harris
5,364,1,Shower,Shower,Becky G
5,365,1,My Everything,Problem,Ariana Grande
5,366,2,The Heist,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis
5,367,3,Global Warming: Meltdown (Deluxe Version),Timber,Pitbull
5,368,2,Bittersweet Symphony,Bittersweet Symphony,The Aranbee Pop Symphony Orchestra
6,369,3,Creedence Clearwater Revival,I Put A Spell On You,Creedence Clearwater Revival
6,370,1,Reptilians,Bury Us Alive,STRFKR
6,371,3,311,Jackolantern's Weather,311
6,372,4,Nathaniel Rateliff & The Night Sweats,S.O.B.,Nathaniel Rateliff & The Night Sweats
6,373,1,Rubberneck,Possum Kingdom,Toadies
6,374,1,Songs For The Deaf,No One Knows,Queens of the Stone Age
6,375,3,No Need To Argue (The Complete Sessions 1994-1995),Zombie,The Cranberries
6,376,5,Project 1950,Monster Mash,Misfits
6,377,5,Evilive,Ghouls Night Out - Live,Misfits
6,378,4,Static Age,Hybrid Moments,Misfits
6,379,1,Here's Willy Moon,Yeah Yeah,Willy Moon
6,380,1,Holiday Man,Got You (Where I Want You),The Flys
6,381,2,Currents,The Less I Know The Better,Tame Impala
6,382,1,1000 Forms Of Fear,Chandelier,Sia
6,383,3,1000 Forms Of Fear,Elastic Heart,Sia
6,384,3,"Whatever People Say I Am, That's What I'm Not",Dancing Shoes,Arctic Monkeys
7,385,3,"Fink’s Sunday Night Blues Club, Vol. 1",Hard To See You Happy,Fink
7,386,4,We Move,One Thousand Times,James Vincent McMorrow
7,387,1,Somebody Else,Somebody Else,VÉRITÉ
7,388,2,SEPT 5TH,Hallucinations,dvsn
7,389,3,Call On Me,Call On Me - Ryan Riback Extended Remix,Starley
7,390,5,Days Are Gone,If I Could Change Your Mind,HAIM
7,391,5,Feels,Feels,Kiiara
7,392,4,Notion,Jungle,Tash Sultana
7,393,3,Topograph,Window Seat,Thomston
7,394,5,low kii savage,Tennessee,Kiiara
7,395,4,Oh Wonder,Livewire,Oh Wonder
7,396,1,Crowded Places,Crowded Places,Banks
7,397,3,Bad Boy's 10th Anniversary- The Hits,"I Need a Girl Part 2 (feat. Loon, Ginuwine & Mario Winans)",Diddy
7,398,3,Hyperreal,Hyperreal,Flume
7,399,5,I,California,Niia
7,400,3,hopeless fountain kingdom,Eyes Closed,Halsey
7,401,4,Boomerang,Closedloop,Elliot Moss
7,402,5,The Kite String Tangle,Selfish,The Kite String Tangle
7,403,3,Truth Is a Beautiful Thing (Deluxe),Wild Eyed,London Grammar
7,404,1,"""Awaken, My Love!""",Redbone,Childish Gambino
7,405,4,LANY,13,LANY
7,406,2,May I Have This Dance (Remix) [feat. Chance the Rapper],May I Have This Dance (Remix) [feat. Chance the Rapper],Francis and the Lights
7,407,1,Something Like Chaos,Something Like Chaos,Water Park
7,408,3,Ordinary Madness,Ordinary Madness - Edit,Joe Goddard
7,409,4,Scream Above The Sounds,All In One Night,Stereophonics
7,410,5,Nobody,Nobody - Atom Tree Remix,Niia
7,411,4,Sun Comes Up,Sun Comes Up - OFFAIAH Remix,Rudimental
7,412,4,Stateless,Bloodstream,Stateless
7,413,4,Woodland - EP,Bloom - Bonus Track,The Paper Kites
7,414,4,Desire Path,Chasing Shadows,Yeo
7,415,2,Memory Ivy,I Don't See,GOSTO
7,416,4,Soul Vibrations,The Journey,Sol Rising
7,417,4,Backbeat,Backbeat - Acoustic,Dagny
7,418,4,Migration,No Reason,Bonobo
7,419,1,Love In Bad Company,Love In Bad Company,Gotts Street Park
7,420,1,Summer Days,Summer Days - Roosevelt Remix,Rhye
7,421,3,Silhouettes,Complication,Aquilo
7,402,4,The Kite String Tangle,Selfish,The Kite String Tangle
7,422,1,In Stone,Reap,BASECAMP
7,423,1,A Song For Every Moon,Just The Same,Bruno Major
7,424,4,Another River,Motionless,Alpines
